FAVC,FCVC,NCP,CAEC,CH2O,NObeyesdad
yes,3,3,Sometimes,2.155926,Obesity_Type_III
yes,3,3,Sometimes,2.784303,Obesity_Type_III
yes,3,3,Sometimes,2.786417,Obesity_Type_III
yes,3,3,Sometimes,2.707201,Obesity_Type_III
yes,3,3,Sometimes,2.709428,Obesity_Type_III
yes,3,3,Sometimes,1.525127,Obesity_Type_III
yes,3,3,Sometimes,1.554925,Obesity_Type_III
yes,3,3,Sometimes,1.170515,Obesity_Type_III
yes,3,3,Sometimes,1.436616,Obesity_Type_III
yes,3,3,Sometimes,1.242832,Obesity_Type_III
yes,3,3,Sometimes,1.54249,Obesity_Type_III
yes,3,3,Sometimes,1.205548,Obesity_Type_III
yes,3,3,Sometimes,1.301657,Obesity_Type_III
yes,3,3,Sometimes,2.704315,Obesity_Type_III
yes,3,3,Sometimes,2.639816,Obesity_Type_III
yes,3,3,Sometimes,2.708927,Obesity_Type_III
yes,3,3,Sometimes,2.704827,Obesity_Type_III
yes,3,3,Sometimes,1.3954,Obesity_Type_III
yes,3,3,Sometimes,2.611654,Obesity_Type_III
yes,3,3,Sometimes,2.868167,Obesity_Type_III
yes,3,3,Sometimes,2.247979,Obesity_Type_III
yes,3,3,Sometimes,2.702789,Obesity_Type_III
yes,3,3,Sometimes,1.663213,Obesity_Type_III
yes,3,3,Sometimes,2.414739,Obesity_Type_III
yes,3,3,Sometimes,2.351193,Obesity_Type_III
yes,3,3,Sometimes,2.896088,Obesity_Type_III
yes,3,3,Sometimes,2.862408,Obesity_Type_III
yes,3,3,Sometimes,2.887659,Obesity_Type_III
yes,3,3,Sometimes,2.893062,Obesity_Type_III
yes,3,3,Sometimes,2.619517,Obesity_Type_III
yes,3,3,Sometimes,2.682804,Obesity_Type_III
yes,3,3,Sometimes,2.552388,Obesity_Type_III
yes,3,3,Sometimes,2.617401,Obesity_Type_III
yes,3,3,Sometimes,2.654636,Obesity_Type_III
yes,3,3,Sometimes,2.569364,Obesity_Type_III
yes,3,3,Sometimes,1.322004,Obesity_Type_III
yes,3,3,Sometimes,1.292479,Obesity_Type_III
yes,3,3,Sometimes,2.839069,Obesity_Type_III
yes,3,3,Sometimes,2.843782,Obesity_Type_III
yes,3,3,Sometimes,2.858389,Obesity_Type_III
yes,3,3,Sometimes,2.864933,Obesity_Type_III
yes,3,3,Sometimes,1.031701,Obesity_Type_III
yes,3,3,Sometimes,1.000536,Obesity_Type_III
yes,3,3,Sometimes,1.020313,Obesity_Type_III
yes,3,3,Sometimes,1.063422,Obesity_Type_III
yes,3,3,Sometimes,2.45126,Obesity_Type_III
yes,3,3,Sometimes,2.613504,Obesity_Type_III
yes,3,3,Sometimes,1.042989,Obesity_Type_III
yes,3,3,Sometimes,1.237557,Obesity_Type_III
yes,3,3,Sometimes,2.83377,Obesity_Type_III
yes,3,3,Sometimes,2.816052,Obesity_Type_III
yes,3,3,Sometimes,2.682909,Obesity_Type_III
yes,3,3,Sometimes,2.640539,Obesity_Type_III
yes,3,3,Sometimes,2.472903,Obesity_Type_III
yes,3,3,Sometimes,2.372058,Obesity_Type_III
yes,3,3,Sometimes,2.387991,Obesity_Type_III
yes,3,3,Sometimes,2.322003,Obesity_Type_III
yes,3,3,Sometimes,2.737353,Obesity_Type_III
yes,3,3,Sometimes,2.739351,Obesity_Type_III
yes,3,3,Sometimes,2.632498,Obesity_Type_III
yes,3,3,Sometimes,2.632253,Obesity_Type_III
yes,3,3,Sometimes,2.57721,Obesity_Type_III
yes,3,3,Sometimes,2.419153,Obesity_Type_III
yes,3,3,Sometimes,2.609052,Obesity_Type_III
yes,3,3,Sometimes,2.476002,Obesity_Type_III
yes,3,3,Sometimes,2.225139,Obesity_Type_III
yes,3,3,Sometimes,2.556068,Obesity_Type_III
yes,3,3,Sometimes,1.423073,Obesity_Type_III
yes,3,3,Sometimes,1.299194,Obesity_Type_III
yes,3,3,Sometimes,1.679489,Obesity_Type_III
yes,3,3,Sometimes,1.49583,Obesity_Type_III
yes,3,3,Sometimes,1.81786,Obesity_Type_III
yes,3,3,Sometimes,1.967707,Obesity_Type_III
yes,3,3,Sometimes,1.441289,Obesity_Type_III
yes,3,3,Sometimes,1.144539,Obesity_Type_III
yes,3,3,Sometimes,1.353167,Obesity_Type_III
yes,3,3,Sometimes,1.409444,Obesity_Type_III
yes,3,3,Sometimes,1.959287,Obesity_Type_III
yes,3,3,Sometimes,1.931163,Obesity_Type_III
yes,3,3,Sometimes,1.651462,Obesity_Type_III
yes,3,3,Sometimes,1.683448,Obesity_Type_III
yes,3,3,Sometimes,2.395387,Obesity_Type_III
yes,3,3,Sometimes,2.523793,Obesity_Type_III
yes,3,3,Sometimes,2.638896,Obesity_Type_III
yes,3,3,Sometimes,2.666178,Obesity_Type_III
yes,3,3,Sometimes,2.495851,Obesity_Type_III
yes,3,3,Sometimes,2.609188,Obesity_Type_III
yes,3,3,Sometimes,2.471721,Obesity_Type_III
yes,3,3,Sometimes,2.447306,Obesity_Type_III
yes,3,3,Sometimes,1.674061,Obesity_Type_III
yes,3,3,Sometimes,1.678791,Obesity_Type_III
yes,3,3,Sometimes,1.777805,Obesity_Type_III
yes,3,3,Sometimes,1.733306,Obesity_Type_III
yes,3,3,Sometimes,2.435978,Obesity_Type_III
yes,3,3,Sometimes,2.909675,Obesity_Type_III
yes,3,3,Sometimes,2.75137,Obesity_Type_III
yes,3,3,Sometimes,2.887909,Obesity_Type_III
yes,3,3,Sometimes,2.411582,Obesity_Type_III
yes,3,3,Sometimes,2.38639,Obesity_Type_III
yes,3,3,Sometimes,2.232601,Obesity_Type_III
yes,3,3,Sometimes,1.755907,Obesity_Type_III
yes,3,3,Sometimes,2.336349,Obesity_Type_III
yes,3,3,Sometimes,2.562002,Obesity_Type_III
yes,3,3,Sometimes,2.305574,Obesity_Type_III
yes,3,3,Sometimes,2.319912,Obesity_Type_III
yes,3,3,Sometimes,2.70196,Obesity_Type_III
yes,3,3,Sometimes,2.474518,Obesity_Type_III
yes,3,3,Sometimes,2.748569,Obesity_Type_III
yes,3,3,Sometimes,2.827773,Obesity_Type_III
yes,3,3,Sometimes,2.632224,Obesity_Type_III
yes,3,3,Sometimes,2.868679,Obesity_Type_III
yes,3,3,Sometimes,2.930137,Obesity_Type_III
yes,3,3,Sometimes,2.961899,Obesity_Type_III
yes,3,3,Sometimes,2.550672,Obesity_Type_III
yes,3,3,Sometimes,2.584305,Obesity_Type_III
yes,3,3,Sometimes,2.621976,Obesity_Type_III
yes,3,3,Sometimes,2.722276,Obesity_Type_III
yes,3,3,Sometimes,2.634342,Obesity_Type_III
yes,3,3,Sometimes,2.61939,Obesity_Type_III
yes,3,3,Sometimes,2.78678,Obesity_Type_III
yes,3,3,Sometimes,2.768141,Obesity_Type_III
yes,3,3,Sometimes,1.71659,Obesity_Type_III
yes,3,3,Sometimes,2.094901,Obesity_Type_III
yes,3,3,Sometimes,2.347322,Obesity_Type_III
yes,3,3,Sometimes,2.331123,Obesity_Type_III
yes,3,3,Sometimes,1.757105,Obesity_Type_III
yes,3,3,Sometimes,2.506631,Obesity_Type_III
yes,3,3,Sometimes,2.48707,Obesity_Type_III
yes,3,3,Sometimes,2.320068,Obesity_Type_III
yes,3,3,Sometimes,1.650612,Obesity_Type_III
yes,3,3,Sometimes,1.610768,Obesity_Type_III
yes,3,3,Sometimes,1.796267,Obesity_Type_III
yes,3,3,Sometimes,1.728139,Obesity_Type_III
yes,3,3,Sometimes,2.00513,Obesity_Type_III
yes,3,3,Sometimes,2.054193,Obesity_Type_III
yes,3,3,Sometimes,2.852339,Obesity_Type_III
yes,3,3,Sometimes,2.863513,Obesity_Type_III
